SMILES,pungent,sweet,floral,mint
C=CC(CCCCC)OC(=O)CCC,0,0,1,0
CCCC(CCOC(C)=O)SC(C)=O,0,1,0,0
Nc1ccccc1C(=O)OCc1ccccc1,0,0,1,0
CSc1ccccc1,1,0,0,0
C[C@H](c1ccccc1)N(C)C,0,1,0,0
CC(C)CCSSCCC(C)C,0,1,0,0
CCOc1ccc(C=O)cc1,0,1,1,0
CCC(=O)CC(C)(C)c1ccccc1,0,0,1,0
COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],0,1,0,0
CC/C=C/CC1C(=O)CCC1CC(=O)OC,0,0,1,0
CCCCCCCCOCC=O,0,1,1,0
CC(=O)Oc1ccccc1C,0,1,1,0
CC(=O)/C=C/C=C(\C)CCC=C(C)C,0,1,1,0
CC1OC(Cc2ccccc2)OC1C,0,1,1,0
CC(C)C=C(C=O)c1ccccc1,0,1,1,0
CCCCCCCCC(=O)OCCCCCCC,0,1,1,0
CC/C=C\C/C=C\CCO,0,1,0,0
CCCC(=O)OC(C)CCC,0,1,0,0
CCCCCc1cccs1,0,1,0,0
CCCCC/C=C/CC1CCCC1=O,0,1,0,0
CC1(C)C2CC=C(CCO)C1C2,0,1,0,0
CC(C)SCc1ccco1,0,0,1,0
CC1CCC(C(C)C)C(OC(=O)C(C)C)C1,0,1,0,0
CCC(C)(O)CCc1ccccc1,0,1,1,0
CCC(C)COC(=O)c1ccccc1O,0,0,1,0
C=C(C)C1CC=C(C)C(OC(=O)CC)C1,0,0,0,1
CC(C)(O)CCCC1=CCC(C=O)CC1,0,0,1,0
CCCCOC(=O)[C@H](C)O,0,1,0,0
CC(=O)OCCC(C)CCCC(C)C,0,1,0,0
CCCCCCC[C@H]1CCC(=O)O1,0,1,0,0
c1ccc(CC2OCCO2)cc1,0,1,0,0
CC(C)CCOC(=O)CCc1ccco1,0,1,1,0
CC(C)C(=O)OC(C)(C)CCc1ccccc1,0,0,1,0
CCCC/C=C1/OC(=O)C(C)=C1C,0,0,0,1
COc1ccc2ccc(=O)oc2c1,0,1,0,0
CCC=C(C)C=O,1,0,0,0
C=C(C)[C@H]1CC(=O)[C@@]2(C)O[C@H]2C1,0,1,0,1
CC(C=O)Cc1ccc(C(C)(C)C)cc1,0,0,1,0
CC(C)=CCC[C@@H](C)CCO,0,0,1,0
CCCCCC1C(=O)CCC1C,0,1,1,0
CC(C)=CC(=O)OCCc1ccccc1,0,1,0,0
CC(=O)OC1(C(C)=O)CCCCC1,0,1,1,0
C/C=C(\C)C(=O)OCC(C)C,1,0,0,0
CCOC(C)CC,0,0,1,0
C=CCCC(C)=O,0,0,1,0
CC1CCCC(=O)C1,0,0,0,1
CC(=O)C(=O)C(C)C,0,1,0,0
CC(C)C(=O)OC(C)(C)c1ccccc1,0,1,0,0
CC(=O)CCCC(C)CCC=C(C)C,0,1,1,0
CC(C)C1CCC(CO)CC1,0,0,1,0
C#CC(C)(O)CCC=C(C)C,0,1,0,0
CCCCCCCCC(=O)OCCCCCC,0,0,1,0
CCCCOCCOC(C)=O,0,1,0,0
Cc1ccc(CC(C)C=O)cc1,0,1,1,0
CCCCCOC(=O)c1ccccc1,0,0,1,0
CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,0,0,1,0
CSCCCCN=C=S,1,0,0,0
CCCCCOC(=O)CC,0,1,0,0
CCOc1ccc(C=O)cc1OC,0,1,1,0
CC1=CC[C@@H]2C[C@H]1C2(C)C,0,0,0,1
CCCOC(=O)/C=C\c1ccco1,0,1,0,0
Cc1ccc(-c2ccccc2)cc1,0,0,1,1
COC1CC2CC1C1CC(C=O)CC21,0,0,1,0
C/C=C/C(C)C(=O)OCCCCCC,0,1,0,0
CCCCCC/C=C/C=C/C=O,0,1,0,0
CC(=O)OC(C)/C(C)=C/C1C(C)=CCCC1(C)C,0,0,1,0
COc1cc(/C=C/C(C)=O)ccc1O,0,1,0,0
C=C[C@]1(C)CC[C@H](C(C)(C)O)O1,0,1,1,0
C=CC(C)(CCC=C(C)C)OC(C)OCC,0,1,1,0
CC1CCCC(C)(C)C1=O,1,0,0,0
OCC1COC(Cc2ccccc2)O1,0,0,1,0
C=C(C)CCCC(C)CCOC(=O)CCC,0,0,1,0
CCCCC1COCC(C)C1OC(C)=O,0,0,1,0
C=C(C)CCO,0,1,0,0
CCOC(=O)C1C(C=C(C)C)C1(C)C,0,1,1,0
CCCOC(=O)c1ccccc1N,0,0,1,0
O=C(Cc1ccccc1)OCC1CCCO1,0,1,1,0
CCCCCCCC(=O)OCC(C)C,0,0,1,0
CC(C)=C1CCC(C)CC1=O,0,0,0,1
OCCC1CCCCC1,0,0,1,0
CC(=O)CC(=O)OCCC(C)C,0,1,0,0
C/C=C/C(=O)C1C(C)C=CCC1(C)C,0,1,1,0
CCCCC(=O)OCCCc1ccccc1,0,0,1,0
O=C(CO)CO,0,0,0,1
CC1=CCC(CCO)C1(C)C,0,1,0,0
COCCOC(C)OCc1ccccc1,0,1,0,0
CC(=O)/C=C/C1C(C)=CCC(C)C1(C)C,0,1,1,0
C=C(C)C(CO)CC=C(C)C,0,0,1,0
CCCCCC1CC=CC(=O)O1,0,1,0,0
CC1=CC[C@H](C(C)(C)O)CC1,0,0,1,0
CCCC=CC=O,0,1,0,0
CCCCC(CC)COC(=O)c1ccccc1O,0,1,1,0
CCC/C=C/C(=O)OCC,0,1,0,0
O=CCCCC=O,1,0,0,0
CC(C)OC(=O)C(C)C,0,1,0,0
C=CCOC(=O)c1ccccc1N,0,0,1,0
CCCC(S)CCOC(C)=O,0,0,1,0
N#CC(=C1CCCCC1)c1ccccc1,0,0,1,0
C=C(C)C1C=CC(C)(O)CC1,0,0,0,1
C/C=C(/C)C(=O)OCCCCC,0,0,1,0
C=C/C(C)=C/CCC(C)(C)OC(C)=O,0,0,1,0
CC(=O)c1sccc1C,0,0,1,0
CC(C)(C)C(=O)OC1CC2CC1C1CC=CC21,0,1,1,0
CCC(O)/C(C)=C/C1(C)CC2C=CC1C2,0,1,0,0
CCC(C)(C)C1CCCCC1OC(C)=O,0,1,0,0
C/C=C/c1cc(OC)c(O)c(OC)c1,0,1,0,0
CCC(=O)OCC=Cc1ccccc1,0,0,1,0
CC1=CC[C@@H](C(C)(C)O)CC1,0,0,1,0
CC(=O)c1cc2ccccc2o1,0,1,1,0
CCC(C)CCC(C)(O)CC,0,1,1,0
CC(=O)CC(C)S,1,0,0,0
CC1=C(C/C=C(\C)C=O)C(C)(C)CCC1,0,1,1,0
CCOC(CCSC)OCC,1,0,0,0
CC(O)C(=O)OCc1ccccc1,0,0,1,0
CC1=CCC(C(C)CCO)CC1,0,1,1,0
C=CC/C=C/CCC(=O)OCC,0,1,0,0
CC1CC(=O)CO1,0,1,0,0
C1CC2C3CC(C2C1)C1(CCCO1)C3,0,0,1,0
CC(CC#N)CCc1ccccc1,0,1,1,0
COc1cccc(C)c1,0,0,1,0
C=C1CC/C=C(/C)CCC2C1CC2(C)C,0,1,0,0
CC(O)C(C)Cc1ccccc1,0,0,1,0
CC(C)=CCCC(C)=CCCC(C)CCO,0,0,1,0
CCN=C=S,1,0,0,0
C=C[C@@](C)(O)CC/C=C(/C)CCC=C(C)C,0,0,1,0
CCCC(O)CCCC(=O)OCC,0,1,0,0
CSc1ccoc1C,1,0,0,1
CCCCCCCOC(=O)Cc1ccccc1,0,1,0,0
Cc1ccc2ccc(=O)oc2c1,0,1,0,0
CC(=O)OCC(C)c1ccccc1,0,1,1,0
C=C1C=CCC(C)(C)C12CCC(C)O2,0,0,1,0
CC(=O)C1CC(C)=CC(C)C1C,0,0,1,0
CCCCCCC1CC(OC(C)=O)CO1,0,1,1,0
CC(O)Cc1ccccc1,0,0,1,0
C=C(C)CC(C)=O,1,0,0,0
C=CCOC(=O)CCCC(C)(C)CC,0,1,0,0
CC(=O)OC(C)C1CCCC(C)(C)C1,0,0,1,0
C=C(C)OC(C)=O,0,1,0,0
C=Cc1ccc(OC)cc1,0,1,0,0
CCOC(=O)C(CC)Cc1ccccc1,0,0,1,0
C/C=C/CCC1CCCC(=O)O1,0,0,1,0
CCOCc1ccc(O)c(OC)c1,0,1,0,0
CCCCCCOC(=O)/C=C/C(=O)OCCCCCC,0,0,1,0
O=C(CCO)OCCc1ccccc1,0,1,1,0
C=C(C)[C@H]1CC[C@@H](C)[C@H]1C=O,0,0,0,1
COC(=O)C(O)CC(C)C,0,1,0,0
COC1CC(C)CCC1C(C)C,0,0,0,1
CC(C)=CCCC(C)CCOC(=O)CC(C)C,0,0,1,0
CC(C)C1CCC(C(C)O)CC1,0,0,1,0
C=C(C)[C@H]1C=C[C@](C)(O)CC1,0,0,0,1
CC(=O)OC1CCC2CCCCC2C1,0,0,1,0
CCOC(=O)COc1ccccc1,0,0,1,0
CC1(C)[C@H]2CC=C(CO)[C@@H]1C2,0,0,0,1
CCCCCC1CCCC1=O,0,0,1,0
CC(=O)/C(C)=C(/C)C(C)C(C)(C)C,0,0,1,0
CC1CCOC(c2ccccc2)C1,0,0,1,0
CC(C)[C@@H]1CC[C@@H](C)[C@@]23CC[C@](C)(O)[C@@H]2[C@@H]13,0,0,0,1
CC(C)CC1OC(CC(C)C)OC(CC(C)C)O1,0,1,0,0
CC(=O)/C=C/C1C(C)C=C(C)CC1C,0,0,1,0
CC(C)(C)C(=O)OCCc1ccccc1,0,0,1,0
CCCC(C)COC(=O)C(C)CCC,0,1,0,0
CC/C=C\CCCCCCC=O,0,0,1,0
CCOC(=O)C1=C(C)C=CCC1(C)C,0,0,1,0
CCC=CCCOC(=O)CC(C)C,0,1,0,0
CCCC(=O)OC(C)C(=O)OCC,0,1,0,0
CC(O)CC(=O)OC1CC(C)CCC1C(C)C,0,0,0,1
COC(=O)c1ccccc1N=Cc1ccccc1,0,1,1,0
CC(C)Cc1ccc(CC(C)C=O)cc1,0,0,1,0
O=C1CCCCCCCCCOCCCCCO1,0,1,0,0
CC1=CC(=O)[C@H](C(C)C)CC1,0,0,0,1
CCC(=O)CC(C)CC,0,1,0,0
CCCCCCCCCOC(=O)CCCCCCCC,0,0,1,0
C=CC(C)(O)CC/C=C(\C)CC,0,0,1,0
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2C(C)C,0,1,0,0
CCCCCCc1cccs1,0,0,1,0
CC(=O)OCC[C@@H]1CC=C(C)C1(C)C,0,0,1,0
CCCOC(=O)CCC(C)=O,0,1,0,0
CCCC/C=C/COC(C)=O,0,1,0,0
CCCCCCC(=O)CCCCCC,0,0,1,0
SCS,1,0,0,0
CC/C=C\C/C=C/CCOC(C)=O,0,1,0,0
CC1CCC(O)C(C(C)(C)C)C1,0,0,0,1
CC(S)c1ccccc1,0,0,1,0
C=CC1(C)CCC(=O)O1,0,0,0,1
CCCCC1C=C(C)CC(C)O1,0,0,1,0
CC1=CCC(C(C)(C)OC(=O)CC(C)C)CC1,0,1,0,0
CCCCOC(CCCC)OCCCC,0,1,0,0
C=CC(C)(O)CCC=C(C)CCC=C(C)C,0,0,1,0
CC(C)=CCC=C(C)C1CC=C(C)CC1,0,0,1,0
CCCCCCOCC(OC)OC,0,1,1,0
CCCC(=O)OC(CC)c1ccccc1,0,0,1,0
CCCCCCOC(=O)C(C)O,0,1,1,0
CCC(C)(S)CC(C)=O,0,0,1,0
Cc1ccc(CC(C)(C)O)cc1,0,0,1,0
c1ccc2c(c1)CC1COCOC21,0,0,1,0
CC(O)CC(C)(C)c1ccccc1,0,0,1,0
C=C(C)C1CCC(C)C2=C(C1)C(C)CC2,0,1,0,0
COC(=O)c1ccccc1N=CC1CC=C(CCCC(C)(C)O)CC1,0,1,1,0
Cc1ccc(Oc2ccccc2)cc1,0,0,1,0
OC(Cc1ccccc1)c1ccccc1,0,0,1,0
CCCCCCCCC(C)C#N,0,0,1,0
CC(=O)OCCOC(C)=O,0,0,1,0
CC(C)(CO)Cc1ccccc1,0,0,1,0
CSSc1ccccc1,1,0,0,0
CC(OC=O)c1ccccc1,0,0,1,0
CCCCCC#CC(=O)OCCC(C)C,0,1,0,0
CCc1cc2c(cc1C(C)=O)C(C)(C)CCC2(C)C,0,1,0,0
CC(=O)O/C=C(\C)c1ccccc1,0,1,1,0
CCCCCCCC(O)CC,0,0,1,0
CC(C)=CCC/C(C)=C/CCC(C)CCO,0,0,1,0
COc1ccc(CC(C)C=O)cc1,0,1,0,0
CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C,0,0,0,1
CCOCc1ccccc1O,0,1,0,0
CC1=CC2CC(C3OCCO3)C1CC2C(C)C,0,0,1,0
CCCCOC(C)OCCCC,0,0,1,0
CCCCOc1ccc2ccccc2c1,0,1,1,0
CCC/C=C\CCCO,0,1,0,0
CC(C)COC(=O)C=Cc1ccccc1,0,1,0,0
COC(=O)C=C1CCCC1,0,1,1,0
CC(C)=CCCC(C)CCOC(=O)c1ccccc1,0,0,1,0
CC(O)C1C2CCC(C2)C1(C)C,0,1,0,0
O=COC1CCCCCCCCCCC1,0,1,0,0
CCCCCCOC(C)OCC,0,0,1,0
CCC(=O)/C=C/c1ccc(OC)cc1,0,1,0,0
CCCCCCCOCC(=O)CO,0,1,0,0
CC1(C)CCCc2ccc(C=O)cc21,0,1,1,0
C=CCCN=C=S,1,0,0,0
C=C/C=C/C#CCCCCC,0,0,1,0
CCCCCCCC/C=C/CO,0,0,1,0
CCCCCCC1CCOC1=O,0,1,1,0
O=C1CCCCCCCCC/C=C/CCCO1,0,1,0,0
CCCC(=O)OCC(C)OC(=O)CCC,0,1,0,0
CC(CO)CC(C)c1ccccc1,0,0,1,0
C/C=C/C(=O)OCC(C)C,0,1,0,0
CCCCC[C@@H]1C(=O)CC[C@@H]1CC(=O)OC,0,0,1,0
CCOC(=O)C=Cc1ccccc1,0,1,0,0
O=CCC/C=C1\CC2CC1C1CCCC21,0,1,1,0
CC(C)=C1CCC(C)(O)CC1,0,0,1,0
CCOc1ccc(C)cc1,0,0,1,0
Cc1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0,1,0,0
CC(C)CC(C)CCCC(C)O,0,0,1,0
CCC12CCC(C1)C(C1(O)CCCCC1)C2,0,0,1,0
CCOC(=O)C1C(CC)=CCCC1(C)C,0,0,1,0
C[C@@H]1OCCC1=O,0,1,0,0
CCCCC(CC)OC(C)=O,0,1,1,0
CCOC(=O)CCCCCOC(C)=O,0,0,1,0
CC(=O)/C(C)=C/CC1CC=C(C)C1(C)C,0,0,1,0
CC(O)C(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,0,0,0,1
CC1=C2C[C@H](C(C)(C)O)CC[C@@]2(C)CCC1,0,1,0,0
CCCCCCCC(=O)CC,0,0,1,0
Cc1ccc(CCO)cc1,0,0,1,0
COC(=O)CCCc1ccccc1,0,1,1,0
c1coc(Cc2coc(Cc3ccco3)c2)c1,0,0,1,0
CCCCCCC1CCCCC(=O)O1,0,1,0,0
COC(=O)c1ccccc1N=CCC(C)CCCC(C)(C)O,0,1,1,0
CC1=CC(=O)C2(C(C)C)CC12,1,0,0,1
CC(=O)OC(C)=O,1,0,0,0
CC(=O)C=CC12OC1(C)CCCC2(C)C,0,1,1,0
CC(C)CCN=C=S,1,0,0,0
C/C=C(/C)C(=O)OCCCCCC,0,0,1,0
CC(=O)OCCCCCCC(C)C,0,1,1,0
CC1(C)C2CCC(C2)C1(C)O,0,0,0,1
CC1(C)CCCC2(C)C1CCC1(C)OCCC12,0,1,0,0
C=CCCCCCCCC=O,0,0,1,0
CC/C=C(\C)C(=O)OCC,0,1,0,0
CCCCCCCCCC1OCC(C)O1,0,0,1,0
CCOC(=O)C(C)(C)SC,0,0,0,1
C=C(C)COCC/C=C\CC,0,0,1,0
CCCCC[C@@H]1CCCC(=O)O1,0,1,0,0
CC(=O)CCC1=C(C)C=CCC1(C)C,0,0,1,0
CC(CCO)CCc1ccccc1,0,0,1,0
COc1cc(CC=O)ccc1O,0,0,1,0
CC(C)=CCCC(C)CC#N,0,0,1,0
CC(C)c1cccc(C(C)CC=O)c1,0,0,1,0
CCOCCC(C)CCCC(C)C,0,0,1,0
CCCC(C)C=Nc1ccccc1C(=O)OC,0,1,0,0
CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,0,1,0,0
CC(=O)OCC[C@@H](C)CCC=C(C)C,0,1,1,0
CCC(C)(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,0,0,1,0
COc1ccc(/C=C(/C)C=O)cc1,0,0,1,0
CC1OCC(c2ccccc2)O1,0,0,1,0
CC(C)N=C=S,1,0,0,0
CC1=CC=CC(C)(C)C12CC(=O)C(C)O2,0,0,1,0
C/C=C\C(=O)C1=C(C)CCCC1(C)C,0,0,1,0
C=C(C)C=O,0,0,1,0
CCC(=O)OCC(C)CC,0,1,0,0
CC1(O)CCOC2(CCCCC2)C1,0,0,0,1
CC(CCO)CCCC(C)(C)O,0,0,1,0
CCCCCC(O)CC(=O)OCC,0,0,1,0
CCCCCCC/C=C/C(=O)O,0,1,0,0
CC(=O)OC1CC2CC1C1C=CCC21,0,0,1,0
COc1ccc(C#N)cc1,0,1,1,0
CCCCCCCCCCC1OCC(C)O1,0,1,1,0
C=C(C)CCCC(C)CCOC(=O)CC(C)C,0,0,1,0
C#CCO,0,0,1,0
CC(C)=C1CCC2(C)OC2C1=O,0,0,0,1
CC1=CCOC(c2ccccc2)C1,0,0,1,0
CCCCCCC1C(=O)CCC1C(=O)OC,0,0,1,0
CC1CCC(C(C)C)CC1=O,0,0,0,1
C=C(C)C1CCC2=CCCC(C)C2(C)C1,0,1,0,0
O=COC1CCC2CCCCC2C1,0,0,1,0
CC1CC(O)CC(C)(C)C1,0,0,0,1
CC12C=CC(CC1)C(C)(C)O2,0,0,0,1
CCCC/C=C/CO,1,0,0,0
CC(C)=CCOC(=O)c1ccccc1O,0,0,1,0
CC=CC(=O)C1C(C)=CCCC1(C)C,0,1,1,1
CC(C)(O)CCC1CCCCC1,0,0,1,0
O=C1CCC(C2CCCCC2)CC1,0,0,1,0
CC1CCC(=O)OC1C,0,0,0,1
CC(C)=CCC1CCCC1=O,0,0,1,0
CCCCc1cccs1,0,0,1,0
C=C(OC(C)=O)c1ccccc1,0,0,1,0
CCC1=C(O)C(=O)CC1C,0,1,0,0
C=C(C)CC(C)OC(=O)C(C)C,0,0,1,0
CC(C)=CCCC(C)(O)C1CC=C(C)CC1,0,0,1,0
CCOc1cc(C2OC(C)CC(C)(C)O2)ccc1O,0,1,0,0
CC1CCC(C(C)C)C2(C1)OC(=O)C(C)O2,0,0,0,1
OCc1ccc(O)cc1,0,1,0,0
CC(=O)Sc1cc(C)oc1C,0,0,1,0
CCCCCCCCC(=O)OC/C=C(\C)CCC=C(C)C,0,0,1,0
O=C1CCCCC1C1CCCCC1,0,1,0,1
C=C(COC(C)=O)C1CC=C(C)CC1,0,1,0,1
CCC(C)COC(=O)C=C(C)C,0,0,1,0
COC(C)(C)CCCC(C)C(C)O,0,1,1,0
CC1=CC(C)C(C(=O)C(C)(C)C)CC1,0,0,1,0
CCCCCCCCCOC(=O)CCCCCC,0,0,1,0
C=C(CCOC(C)=O)c1ccccc1,0,1,1,0
CC(=O)CCC=C(C)CCC=C(C)CCC=C(C)C,0,0,1,0
CSS(C)(=O)=O,1,0,0,0
C/C=C/c1ccc(OC=O)c(OC)c1,0,1,0,0
CC(O)C=Cc1ccccc1,0,1,1,0
C=C/C(C)=C/CCC(=C)C,0,0,1,0
CCCC/C=C\C=C\C=O,1,0,0,0
Cc1ccc(C2OCC(C)O2)cc1,0,0,1,0
CC(=O)Oc1cccc(C)c1,1,0,1,0
CCC(CC)CO,0,1,0,0
CC1=CC(C)C(CO)CC1,0,0,1,1
CC(C)CC1CC(C)(O)CCO1,0,0,1,0
CCCC(C)CC=O,0,1,0,0
CC(C)=CCCC(C)=CCOC(=O)Cc1ccccc1,0,1,1,0
C=C(C)C1CCC(C)CC1OC=O,0,0,0,1
CC(C)CCCCCCC=O,0,1,1,0
CCCCCCC(=O)CCOC(C)=O,0,0,1,0
COC(=O)c1ccc(O)c(C)c1O,0,1,0,0
CC1=CC2OCC(C)=C2CC1,0,0,1,1
COC(=O)C1C(C)C=CCC1(C)C,0,0,1,0
CC(C)c1cnccn1,0,0,0,1
CC1=CCCC(C)(C)C1/C=C/C(C)O,0,0,1,0
COC1CC2CC1C1C=CCC21,0,1,0,0
CC/C=C\CCCC(=O)OC,0,1,0,0
CCCCCCCCCC(=O)OCC(C)C,0,1,0,0
C=C1CCCC(C)(C)C1C(=O)/C=C/C,0,0,1,0
CC(=O)OC(C)C=CC1=C(C)CCCC1(C)C,0,1,1,0
CCCCCCC#CC(OC)OC,0,1,0,0
CC1=C(CCC(C)O)C(C)(C)CCC1,0,0,1,0
CCC(C)CCCCCCC=O,0,1,0,0
CC(C)[C@@H]1CC[C@H](C)CC1=O,0,0,0,1
Cc1cccc(CCCCCO)c1,0,0,1,0
OC1COC(Cc2ccccc2)OC1,0,0,1,0
CCC=CCC1C(=O)CCC1CC(=O)OC,0,0,1,0
CCCCCCCC1(C)OCC(C)O1,0,0,1,0
CCC(OC(C)=O)c1ccc(OC(C)=O)cc1,1,0,0,0
CC(=O)c1ccc(C(C)(C)C)cc1,0,0,1,0
CC(=O)C(C)Sc1ccoc1C,0,0,1,0
C/C(=C\c1ccccc1)CO,0,1,1,0
CC1(C)C2CCC1(C)C(C1CCC(O)CC1)C2,0,1,0,0
CCCCCC1CCCC1O,0,0,1,0
CC1=CCC2C3CC(C2C1)C1(C3)OC1C,0,0,1,0
CCCCCCCC[C@@H]1CCC(=O)O1,0,1,1,0
CC(=O)OCCOc1ccc(C)cc1,0,0,1,0
CC1=C(O)C(=O)[C@H](C)[C@@H]1C,0,1,0,0
CC(=O)O[C@H](C)c1ccccc1,0,0,1,0
C=C(C)CCOC(=O)C(C)(C)C,0,0,1,0
CC=CC(=O)C(C)CC,1,1,0,0
CC1=C2CC[C@@H](C)C=C2OC1=O,0,1,0,0
CC(C)=CCC/C(C)=C/C(=O)OCCC(C)C,0,0,1,0
CC1CCOC(/C=C/c2ccccc2)O1,0,1,0,0
C=CC(C)=CCC1OC1(C)C,0,1,0,0
CCOCCOC(C)=O,0,1,0,0
CCCCCC/C=C/C(=O)OC,0,1,0,0
CC1(C)COC2(CCCCC2)OC1,0,1,0,0
CC=Cc1ccc(OCc2ccccc2)c(OC)c1,0,0,1,0
O=C1CC[C@@H](C(=O)O)N1,0,1,0,0
C=C(C)c1cccc(C(C)CC=O)c1,0,0,1,0
COC(=O)c1ccccc1N/C=C1\CCC(C)=CC1C,0,1,1,0
CCC1OCCC(C)(C)S1,0,0,0,1
NCC(=O)c1ccccc1,0,1,0,0
Cc1ccc(/C=C/C=O)o1,0,1,0,0
CC(=O)OCC1CCC(C)CC1C,0,1,1,0
CC(C)=CCC/C(C)=C/CC[C@H](C)CC=O,0,0,1,0
Cc1ccc(OCCO)cc1,0,0,1,0
CC(C)=CCC(C)(C)C(=O)C(C)C,0,1,0,0
C=CC(C)(CCC=C(C)C)OCC,0,0,1,0
CCCCCC/C(C)=N/O,0,0,1,0
C=CCc1cccc(OC)c1O,0,1,0,0
C/C(C=O)=C/c1ccccc1,0,1,0,0
Cc1cc(C)oc(=O)c1,0,1,0,0
C=CCCCCCCCCC(=O)OC/C=C(\C)CCC=C(C)C,0,0,1,0
CC(C=O)=Cc1ccccc1,0,1,0,0
C=C(CC=O)CCC=C(C)C,0,0,1,0
CC(C)=CCCC(C)CC(C)O,0,0,1,0
CC(C)=CCCC(C)CC(OCCCCCCCCCCC(C)C)OCCCCCCCCCCC(C)C,0,0,1,1
COC(=O)C1C(C)=CCCC1(C)C,0,0,1,0
C/C=C/C(=O)/C(C)=C(/C)C(C)C,0,0,1,0
CCCCCCCCC=CCO,0,0,1,0
CC(=O)OC/C=C\c1ccccc1,0,0,1,0
CC=CCC1=C(C)CCC1,0,1,1,0
CC(O)CCC1C(C)CCCC1(C)C,0,0,1,0
C/C=C(\C)C(=O)OC(C)C,0,1,0,1
CCCCCC/C=C/CCC=O,0,0,1,0
CCOC(=O)[C@@]12CCC[C@@H]1[C@H]1CC[C@@H]2C1,0,1,1,0
CCC/C=C\COC(C)=O,0,1,0,0
O=C1/C=C/CCCCCCCCCCCCO1,0,1,0,0
Cc1cccc(CCO)c1,0,0,1,0
CC(C)=CCC/C(C)=C/COC(=O)C(C)=C(C)C,0,1,0,0
CCCCCC1OC(C)C(C)O1,0,1,0,0
CC(C)C1=CCC(CCOC=O)=CC1,0,1,1,1
COc1cc(/C=C/C(=O)[O-])ccc1O.[Na+],0,1,0,0
CC(C)CCC1(C)OCC=CCO1,0,1,0,0
C[C@H](C=O)c1ccccc1,0,0,1,0
CCCC(=O)C(CC)SC,0,0,0,1
CCOC(=O)OC1CCCCC1C(C)(C)C,0,0,1,0
CCCCC(CC)CCC=O,0,0,1,0
C/C=C/c1ccccc1.C=CCc1ccc(O)c(OC)c1,0,1,0,0
CCCCC[C@@H](C)O,0,1,0,0
CC(=O)/C(C)=C/C1=C(C)CCCC1(C)C,0,0,1,0
CC(C)[C@H]1CC[C@@H](C)C[C@@H]1O,0,1,0,0
COC(=O)c1ccccc1N=CCc1ccccc1,0,0,1,0
C/C=C(/C)C(=O)OCCc1ccccc1,0,0,1,0
CC1CC2C(C/C1=C/CC#N)C2(C)C,0,0,1,0
O=C1Oc2ccccc2C2CC12,0,1,0,0
CC(C)=CCC/C(C)=C1/CC=C(C)CC1,0,1,0,0
CC(=O)OCC1CC(C)=CC(C)C1,0,0,1,0
CC1=C(CC[C@H](C)O)C(C)(C)CCC1,0,0,1,0
O=C(/C=C/c1ccccc1)OCC1CCCO1,0,1,0,0
CC(C)=CCCC(C)=CCCC(C)=CCO,0,1,1,0
CCCCCC1C(=O)CCC1CC(C)=O,0,0,1,0
CC1=CCC[C@]2(C)CC[C@H](C(C)(C)O)CC12,0,1,0,0
